2023-12-24 20:26:22,730 [main.py         | 48] INFO: Start to run instance_1
2023-12-24 20:26:47,299 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 15:30:00, pre time: 2023-12-24 15:20:00
2023-12-24 20:26:47,299 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 15:30:00
2023-12-24 20:26:47,300 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 1 ongoing order items, 33 completed order items
2023-12-24 20:26:47,553 [simulate_environment.py | 253] INFO: 2023-12-24 15:30:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:47,553 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:47,553 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 15:40:00, pre time: 2023-12-24 15:30:00
2023-12-24 20:26:47,553 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 15:40:00
2023-12-24 20:26:47,554 [simulate_environment.py | 167] INFO: Get 4 unallocated order items, 1 ongoing order items, 33 completed order items
2023-12-24 20:26:47,799 [simulate_environment.py | 253] INFO: 2023-12-24 15:40:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:47,799 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:47,799 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 15:50:00, pre time: 2023-12-24 15:40:00
2023-12-24 20:26:47,799 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 15:50:00
2023-12-24 20:26:47,800 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 3 ongoing order items, 33 completed order items
2023-12-24 20:26:48,046 [simulate_environment.py | 253] INFO: 2023-12-24 15:50:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:48,047 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:48,047 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 16:00:00, pre time: 2023-12-24 15:50:00
2023-12-24 20:26:48,047 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 16:00:00
2023-12-24 20:26:48,047 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 3 ongoing order items, 33 completed order items
2023-12-24 20:26:48,306 [simulate_environment.py | 253] INFO: 2023-12-24 16:00:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:48,306 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:48,306 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 16:10:00, pre time: 2023-12-24 16:00:00
2023-12-24 20:26:48,306 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 16:10:00
2023-12-24 20:26:48,307 [simulate_environment.py | 167] INFO: Get 2 unallocated order items, 3 ongoing order items, 33 completed order items
2023-12-24 20:26:48,552 [simulate_environment.py | 253] INFO: 2023-12-24 16:10:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:48,552 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:48,552 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 16:20:00, pre time: 2023-12-24 16:10:00
2023-12-24 20:26:48,552 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 16:20:00
2023-12-24 20:26:48,553 [simulate_environment.py | 167] INFO: Get 19 unallocated order items, 2 ongoing order items, 34 completed order items
2023-12-24 20:26:48,796 [simulate_environment.py | 253] INFO: 2023-12-24 16:20:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:48,796 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:48,796 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 16:30:00, pre time: 2023-12-24 16:20:00
2023-12-24 20:26:48,796 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 16:30:00
2023-12-24 20:26:48,797 [simulate_environment.py | 167] INFO: Get 19 unallocated order items, 1 ongoing order items, 35 completed order items
2023-12-24 20:26:49,052 [simulate_environment.py | 253] INFO: 2023-12-24 16:30:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:49,052 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:49,052 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 16:40:00, pre time: 2023-12-24 16:30:00
2023-12-24 20:26:49,052 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 16:40:00
2023-12-24 20:26:49,053 [simulate_environment.py | 167] INFO: Get 19 unallocated order items, 1 ongoing order items, 35 completed order items
2023-12-24 20:26:49,292 [simulate_environment.py | 253] INFO: 2023-12-24 16:40:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:49,292 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:49,292 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 16:50:00, pre time: 2023-12-24 16:40:00
2023-12-24 20:26:49,292 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 16:50:00
2023-12-24 20:26:49,293 [simulate_environment.py | 167] INFO: Get 24 unallocated order items, 1 ongoing order items, 35 completed order items
2023-12-24 20:26:49,533 [simulate_environment.py | 253] INFO: 2023-12-24 16:50:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:49,534 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:49,534 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 17:00:00, pre time: 2023-12-24 16:50:00
2023-12-24 20:26:49,534 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 17:00:00
2023-12-24 20:26:49,534 [simulate_environment.py | 167] INFO: Get 25 unallocated order items, 3 ongoing order items, 35 completed order items
2023-12-24 20:26:49,780 [simulate_environment.py | 253] INFO: 2023-12-24 17:00:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:49,780 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:49,780 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 17:10:00, pre time: 2023-12-24 17:00:00
2023-12-24 20:26:49,780 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 17:10:00
2023-12-24 20:26:49,782 [simulate_environment.py | 167] INFO: Get 22 unallocated order items, 6 ongoing order items, 35 completed order items
2023-12-24 20:26:50,020 [simulate_environment.py | 253] INFO: 2023-12-24 17:10:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:50,020 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:50,020 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 17:20:00, pre time: 2023-12-24 17:10:00
2023-12-24 20:26:50,020 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 17:20:00
2023-12-24 20:26:50,021 [simulate_environment.py | 167] INFO: Get 22 unallocated order items, 7 ongoing order items, 35 completed order items
2023-12-24 20:26:50,264 [simulate_environment.py | 253] INFO: 2023-12-24 17:20:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:50,264 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:50,264 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 17:30:00, pre time: 2023-12-24 17:20:00
2023-12-24 20:26:50,264 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 17:30:00
2023-12-24 20:26:50,265 [simulate_environment.py | 167] INFO: Get 22 unallocated order items, 7 ongoing order items, 35 completed order items
2023-12-24 20:26:50,506 [simulate_environment.py | 253] INFO: 2023-12-24 17:30:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:50,507 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:50,507 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 17:40:00, pre time: 2023-12-24 17:30:00
2023-12-24 20:26:50,507 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 17:40:00
2023-12-24 20:26:50,508 [simulate_environment.py | 167] INFO: Get 26 unallocated order items, 5 ongoing order items, 37 completed order items
2023-12-24 20:26:50,769 [simulate_environment.py | 253] INFO: 2023-12-24 17:40:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:50,769 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:50,769 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 17:50:00, pre time: 2023-12-24 17:40:00
2023-12-24 20:26:50,769 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 17:50:00
2023-12-24 20:26:50,770 [simulate_environment.py | 167] INFO: Get 27 unallocated order items, 5 ongoing order items, 37 completed order items
2023-12-24 20:26:51,013 [simulate_environment.py | 253] INFO: 2023-12-24 17:50:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:51,013 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:51,013 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 18:00:00, pre time: 2023-12-24 17:50:00
2023-12-24 20:26:51,013 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 18:00:00
2023-12-24 20:26:51,014 [simulate_environment.py | 167] INFO: Get 27 unallocated order items, 3 ongoing order items, 39 completed order items
2023-12-24 20:26:51,208 [simulate_environment.py | 253] INFO: 2023-12-24 18:00:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:51,208 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:51,208 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 18:10:00, pre time: 2023-12-24 18:00:00
2023-12-24 20:26:51,209 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 18:10:00
2023-12-24 20:26:51,209 [simulate_environment.py | 167] INFO: Get 27 unallocated order items, 2 ongoing order items, 40 completed order items
2023-12-24 20:26:51,506 [simulate_environment.py | 253] INFO: 2023-12-24 18:10:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:51,506 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:51,507 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 18:20:00, pre time: 2023-12-24 18:10:00
2023-12-24 20:26:51,507 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 18:20:00
2023-12-24 20:26:51,507 [simulate_environment.py | 167] INFO: Get 27 unallocated order items, 2 ongoing order items, 40 completed order items
2023-12-24 20:26:51,748 [simulate_environment.py | 253] INFO: 2023-12-24 18:20:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:51,748 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:51,748 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 18:30:00, pre time: 2023-12-24 18:20:00
2023-12-24 20:26:51,748 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 18:30:00
2023-12-24 20:26:51,750 [simulate_environment.py | 167] INFO: Get 26 unallocated order items, 1 ongoing order items, 42 completed order items
2023-12-24 20:26:52,008 [simulate_environment.py | 253] INFO: 2023-12-24 18:30:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:52,008 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:52,008 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 18:40:00, pre time: 2023-12-24 18:30:00
2023-12-24 20:26:52,008 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 18:40:00
2023-12-24 20:26:52,009 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 16 ongoing order items, 42 completed order items
2023-12-24 20:26:52,310 [simulate_environment.py | 253] INFO: 2023-12-24 18:40:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:52,310 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:52,310 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 18:50:00, pre time: 2023-12-24 18:40:00
2023-12-24 20:26:52,310 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 18:50:00
2023-12-24 20:26:52,311 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 16 ongoing order items, 42 completed order items
2023-12-24 20:26:52,564 [simulate_environment.py | 253] INFO: 2023-12-24 18:50:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:52,565 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:52,565 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 19:00:00, pre time: 2023-12-24 18:50:00
2023-12-24 20:26:52,565 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 19:00:00
2023-12-24 20:26:52,566 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 16 ongoing order items, 42 completed order items
2023-12-24 20:26:52,817 [simulate_environment.py | 253] INFO: 2023-12-24 19:00:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:52,817 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:52,817 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 19:10:00, pre time: 2023-12-24 19:00:00
2023-12-24 20:26:52,817 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 19:10:00
2023-12-24 20:26:52,818 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 16 ongoing order items, 42 completed order items
2023-12-24 20:26:53,068 [simulate_environment.py | 253] INFO: 2023-12-24 19:10:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:53,068 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:53,068 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 19:20:00, pre time: 2023-12-24 19:10:00
2023-12-24 20:26:53,068 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 19:20:00
2023-12-24 20:26:53,069 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 15 ongoing order items, 43 completed order items
2023-12-24 20:26:53,307 [simulate_environment.py | 253] INFO: 2023-12-24 19:20:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:53,308 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:53,308 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 19:30:00, pre time: 2023-12-24 19:20:00
2023-12-24 20:26:53,308 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 19:30:00
2023-12-24 20:26:53,309 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 15 ongoing order items, 43 completed order items
2023-12-24 20:26:53,568 [simulate_environment.py | 253] INFO: 2023-12-24 19:30:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:53,568 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:53,568 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 19:40:00, pre time: 2023-12-24 19:30:00
2023-12-24 20:26:53,568 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 19:40:00
2023-12-24 20:26:53,569 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 15 ongoing order items, 43 completed order items
2023-12-24 20:26:53,821 [simulate_environment.py | 253] INFO: 2023-12-24 19:40:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:53,821 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:53,821 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 19:50:00, pre time: 2023-12-24 19:40:00
2023-12-24 20:26:53,821 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 19:50:00
2023-12-24 20:26:53,822 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 15 ongoing order items, 43 completed order items
2023-12-24 20:26:54,060 [simulate_environment.py | 253] INFO: 2023-12-24 19:50:00, Item 1333580027-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:54,061 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:54,061 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 20:00:00, pre time: 2023-12-24 19:50:00
2023-12-24 20:26:54,061 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 20:00:00
2023-12-24 20:26:54,061 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 17 ongoing order items, 43 completed order items
2023-12-24 20:26:54,311 [simulate_environment.py | 253] INFO: 2023-12-24 20:00:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:54,311 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:54,311 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 20:10:00, pre time: 2023-12-24 20:00:00
2023-12-24 20:26:54,311 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 20:10:00
2023-12-24 20:26:54,312 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 18 ongoing order items, 43 completed order items
2023-12-24 20:26:54,563 [simulate_environment.py | 253] INFO: 2023-12-24 20:10:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:54,563 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:54,563 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 20:20:00, pre time: 2023-12-24 20:10:00
2023-12-24 20:26:54,563 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 20:20:00
2023-12-24 20:26:54,564 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 19 ongoing order items, 43 completed order items
2023-12-24 20:26:54,818 [simulate_environment.py | 253] INFO: 2023-12-24 20:20:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:54,818 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:54,818 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 20:30:00, pre time: 2023-12-24 20:20:00
2023-12-24 20:26:54,818 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 20:30:00
2023-12-24 20:26:54,819 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 19 ongoing order items, 44 completed order items
2023-12-24 20:26:55,071 [simulate_environment.py | 253] INFO: 2023-12-24 20:30:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:55,072 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:55,072 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 20:40:00, pre time: 2023-12-24 20:30:00
2023-12-24 20:26:55,072 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 20:40:00
2023-12-24 20:26:55,072 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 18 ongoing order items, 45 completed order items
2023-12-24 20:26:55,371 [simulate_environment.py | 253] INFO: 2023-12-24 20:40:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:55,371 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:55,371 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 20:50:00, pre time: 2023-12-24 20:40:00
2023-12-24 20:26:55,371 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 20:50:00
2023-12-24 20:26:55,372 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 18 ongoing order items, 46 completed order items
2023-12-24 20:26:55,611 [simulate_environment.py | 253] INFO: 2023-12-24 20:50:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:55,612 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:55,612 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 21:00:00, pre time: 2023-12-24 20:50:00
2023-12-24 20:26:55,612 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 21:00:00
2023-12-24 20:26:55,613 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 3 ongoing order items, 61 completed order items
2023-12-24 20:26:55,853 [simulate_environment.py | 253] INFO: 2023-12-24 21:00:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:55,854 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:55,854 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 21:10:00, pre time: 2023-12-24 21:00:00
2023-12-24 20:26:55,854 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 21:10:00
2023-12-24 20:26:55,855 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 2 ongoing order items, 62 completed order items
2023-12-24 20:26:56,100 [simulate_environment.py | 253] INFO: 2023-12-24 21:10:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:56,100 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:56,100 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 21:20:00, pre time: 2023-12-24 21:10:00
2023-12-24 20:26:56,100 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 21:20:00
2023-12-24 20:26:56,101 [simulate_environment.py | 167] INFO: Get 11 unallocated order items, 1 ongoing order items, 63 completed order items
2023-12-24 20:26:56,407 [simulate_environment.py | 253] INFO: 2023-12-24 21:20:00, Item 1641430032-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:56,407 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:56,407 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 21:30:00, pre time: 2023-12-24 21:20:00
2023-12-24 20:26:56,407 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 21:30:00
2023-12-24 20:26:56,408 [simulate_environment.py | 167] INFO: Get 7 unallocated order items, 6 ongoing order items, 63 completed order items
2023-12-24 20:26:56,603 [simulate_environment.py | 253] INFO: 2023-12-24 21:30:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:56,604 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:56,604 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 21:40:00, pre time: 2023-12-24 21:30:00
2023-12-24 20:26:56,604 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 21:40:00
2023-12-24 20:26:56,604 [simulate_environment.py | 167] INFO: Get 13 unallocated order items, 6 ongoing order items, 63 completed order items
2023-12-24 20:26:56,862 [simulate_environment.py | 253] INFO: 2023-12-24 21:40:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:56,862 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:56,862 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 21:50:00, pre time: 2023-12-24 21:40:00
2023-12-24 20:26:56,862 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 21:50:00
2023-12-24 20:26:56,863 [simulate_environment.py | 167] INFO: Get 13 unallocated order items, 5 ongoing order items, 64 completed order items
2023-12-24 20:26:57,121 [simulate_environment.py | 253] INFO: 2023-12-24 21:50:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:57,121 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:57,121 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 22:00:00, pre time: 2023-12-24 21:50:00
2023-12-24 20:26:57,121 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 22:00:00
2023-12-24 20:26:57,122 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 6 ongoing order items, 64 completed order items
2023-12-24 20:26:57,367 [simulate_environment.py | 253] INFO: 2023-12-24 22:00:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:57,367 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:57,367 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 22:10:00, pre time: 2023-12-24 22:00:00
2023-12-24 20:26:57,367 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 22:10:00
2023-12-24 20:26:57,368 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 6 ongoing order items, 64 completed order items
2023-12-24 20:26:57,620 [simulate_environment.py | 253] INFO: 2023-12-24 22:10:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:57,620 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:57,620 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 22:20:00, pre time: 2023-12-24 22:10:00
2023-12-24 20:26:57,620 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 22:20:00
2023-12-24 20:26:57,621 [simulate_environment.py | 167] INFO: Get 17 unallocated order items, 6 ongoing order items, 64 completed order items
2023-12-24 20:26:57,871 [simulate_environment.py | 253] INFO: 2023-12-24 22:20:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:57,872 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:57,872 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 22:30:00, pre time: 2023-12-24 22:20:00
2023-12-24 20:26:57,872 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 22:30:00
2023-12-24 20:26:57,873 [simulate_environment.py | 167] INFO: Get 18 unallocated order items, 6 ongoing order items, 64 completed order items
2023-12-24 20:26:58,067 [simulate_environment.py | 253] INFO: 2023-12-24 22:30:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:58,068 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:58,068 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 22:40:00, pre time: 2023-12-24 22:30:00
2023-12-24 20:26:58,068 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 22:40:00
2023-12-24 20:26:58,080 [simulate_environment.py | 167] INFO: Get 18 unallocated order items, 0 ongoing order items, 70 completed order items
2023-12-24 20:26:58,323 [simulate_environment.py | 253] INFO: 2023-12-24 22:40:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:58,324 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:58,324 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 22:50:00, pre time: 2023-12-24 22:40:00
2023-12-24 20:26:58,324 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 22:50:00
2023-12-24 20:26:58,325 [simulate_environment.py | 167] INFO: Get 17 unallocated order items, 1 ongoing order items, 70 completed order items
2023-12-24 20:26:58,620 [simulate_environment.py | 253] INFO: 2023-12-24 22:50:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:58,621 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:58,621 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 23:00:00, pre time: 2023-12-24 22:50:00
2023-12-24 20:26:58,621 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 23:00:00
2023-12-24 20:26:58,622 [simulate_environment.py | 167] INFO: Get 12 unallocated order items, 6 ongoing order items, 70 completed order items
2023-12-24 20:26:58,866 [simulate_environment.py | 253] INFO: 2023-12-24 23:00:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:58,866 [simulate_environment.py | 99] INFO: **************************************************
2023-12-24 20:26:58,866 [simulate_environment.py | 103] INFO: cur time: 2023-12-24 23:10:00, pre time: 2023-12-24 23:00:00
2023-12-24 20:26:58,866 [simulate_environment.py | 140] INFO: Start to update the input of 2023-12-24 23:10:00
2023-12-24 20:26:58,867 [simulate_environment.py | 167] INFO: Get 18 unallocated order items, 6 ongoing order items, 70 completed order items
2023-12-24 20:26:59,103 [simulate_environment.py | 253] INFO: 2023-12-24 23:10:00, Item 1733120036-1: state = 1 < 2, we can not finish the simulation
2023-12-24 20:26:59,104 [simulate_environment.py | 99] INFO: **************************************************
